user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
TaxVAMB_158	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	GCF_020687245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.74	0.821	GCF_020687245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.74	0.821	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 95.56, 0.766; GCF_023347275.1, s__Faecalibacterium sp900758465, 95.0, 90.93, 0.652; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 87.38, 0.375; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 86.51, 0.377; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 86.35, 0.221; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 86.23, 0.374; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 85.79, 0.372; GCF_023347235.1, s__Faecalibacterium prausnitzii_A, 95.0, 85.43, 0.333; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 85.35, 0.32; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 85.12, 0.322; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 85.07, 0.319; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.95, 0.192; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 84.78, 0.286; GCF_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 84.64, 0.291; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 84.62, 0.306; GCF_023347255.1, s__Faecalibacterium prausnitzii_D, 95.0, 84.59, 0.3; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 84.57, 0.205; GCF_023347535.1, s__Faecalibacterium sp900539885, 95.0, 84.56, 0.283; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.45, 0.295; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 84.15, 0.243; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 83.76, 0.265; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 83.75, 0.229; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 83.68, 0.275; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 83.67, 0.249; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 83.64, 0.242; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.61, 0.301; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 83.55, 0.199; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 83.52, 0.209; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 83.49, 0.252; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 83.41, 0.286; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 83.39, 0.24; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 83.37, 0.238; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 83.34, 0.222; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 83.33, 0.252; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 83.32, 0.189; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 83.23, 0.216; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 83.17, 0.248; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.07, 0.264; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 83.04, 0.215; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 82.87, 0.237; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 82.85, 0.236; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 82.66, 0.252; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 82.58, 0.185; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 82.37, 0.204; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 82.2, 0.233; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 82.15, 0.193; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 82.09, 0.206; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 81.23, 0.208	94.16	11	N/A	N/A
TaxVAMB_16	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	GCA_000437595.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.69	0.908	GCA_000437595.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.69	0.908	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.99	11	N/A	N/A
TaxVAMB_210	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001406815.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.08	0.75	GCF_001406815.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.08	0.75	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.32, 0.587	87.39	11	N/A	N/A
TaxVAMB_214	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	GCF_025147325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	97.98	0.753	GCF_025147325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	97.98	0.753	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 97.73, 0.493; GCF_900129655.1, s__Bacteroides clarus, 95.0, 86.85, 0.499; GCF_018390535.1, s__Bacteroides propionicigenes, 95.0, 84.62, 0.355; GCF_025146565.1, s__Bacteroides eggerthii, 95.0, 84.04, 0.334; GCF_910578895.1, s__Bacteroides sp910578895, 95.0, 82.86, 0.279; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 82.34, 0.261	95.71	11	N/A	N/A
TaxVAMB_218	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	98.11	0.797	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	98.11	0.797	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000980705.1, s__Ruminococcus_C sp000980705, 95.0, 85.89, 0.325; GCF_020709055.1, s__Ruminococcus_C sp000437175, 95.0, 83.82, 0.177; GCA_934463425.1, s__Ruminococcus_C sp934463425, 95.0, 83.55, 0.283	97.54	11	N/A	N/A
TaxVAMB_228	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	GCA_000434335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	96.2	0.755	GCA_000434335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	96.2	0.755	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934167365.1, s__CAG-492 sp934167365, 95.0, 83.28, 0.163	88.22	11	N/A	N/A
TaxVAMB_233	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	GCF_000020605.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.84	0.746	GCF_000020605.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.84	0.746	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902786155.1, s__Agathobacter sp900317585, 95.0, 94.68, 0.636; GCA_937935345.1, s__Agathobacter sp900546625, 95.0, 94.33, 0.729; GCA_934365945.1, s__Agathobacter sp934365945, 95.0, 92.22, 0.584	90.09	11	N/A	N/A
TaxVAMB_239	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	GCF_003461245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	98.24	0.812	GCF_003461245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	98.24	0.812	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_934424575.1, s__Blautia_A sp934424575, 95.0, 94.89, 0.74; GCF_009883055.1, s__Blautia_A sp900548245, 95.0, 87.73, 0.445; GCA_934402155.1, s__Blautia_A sp934402155, 95.0, 85.74, 0.454; GCA_019419095.1, s__Blautia_A sp019419095, 95.0, 85.64, 0.347; GCF_018918125.1, s__Blautia_A sp018918125, 95.0, 85.26, 0.237; GCF_025147765.1, s__Blautia_A obeum, 95.0, 83.97, 0.215; GCA_900751995.1, s__Blautia_A sp900751995, 95.0, 83.92, 0.198; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 83.5, 0.221; GCF_014297355.1, s__Blautia_A intestinalis, 95.0, 83.03, 0.217; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 82.97, 0.213; GCF_934424005.1, s__Blautia_A sp934424005, 95.0, 82.19, 0.186; GCF_934372025.1, s__Blautia_A sp934372025, 95.0, 82.18, 0.185; GCA_934371915.1, s__Blautia_A sp934371915, 95.0, 82.12, 0.173; GCA_934378195.1, s__Blautia_A sp934378195, 95.0, 82.05, 0.201	91.92	11	N/A	N/A
TaxVAMB_274	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900552455	GCA_900552455.1	95.0	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900552455	96.56	0.801	GCA_900552455.1	95.0	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900552455	96.56	0.801	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.6	11	N/A	N/A
TaxVAMB_279	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	GCF_023347255.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	98.42	0.895	GCF_023347255.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	98.42	0.895	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_023347535.1, s__Faecalibacterium sp900539885, 95.0, 91.83, 0.636; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 91.11, 0.604; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 90.64, 0.642; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 88.7, 0.529; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 88.26, 0.532; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 87.93, 0.48; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 87.6, 0.548; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 87.29, 0.463; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 87.23, 0.311; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 87.0, 0.416; GCF_023347235.1, s__Faecalibacterium prausnitzii_A, 95.0, 86.98, 0.398; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 86.88, 0.468; GCF_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 86.8, 0.42; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 86.77, 0.366; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 86.72, 0.409; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 86.33, 0.393; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 86.33, 0.368; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 86.15, 0.398; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 86.12, 0.397; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 86.09, 0.414; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 86.06, 0.381; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 85.91, 0.404; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 85.9, 0.411; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 85.86, 0.415; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 85.84, 0.37; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 85.83, 0.408; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 85.74, 0.4; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 85.6, 0.41; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 85.52, 0.396; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 85.2, 0.321; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 85.16, 0.299; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.96, 0.182; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 84.94, 0.391; GCF_023347275.1, s__Faecalibacterium sp900758465, 95.0, 84.6, 0.279; GCF_020687245.1, s__Faecalibacterium longum, 95.0, 84.57, 0.274; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 84.31, 0.297; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.23, 0.225; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 83.85, 0.321; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.62, 0.272; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 83.56, 0.272; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.35, 0.166; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.29, 0.251; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 83.05, 0.321; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.92, 0.202; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 82.89, 0.257; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 82.73, 0.15; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 82.19, 0.215; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 81.05, 0.168	94.04	11	N/A	N/A
TaxVAMB_298	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	GCF_025567495.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	97.71	0.81	GCF_025567495.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	97.71	0.81	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934435205.1, s__Hominimerdicola sp934435205, 95.0, 94.62, 0.788; GCA_937898375.1, s__Hominimerdicola sp937898375, 95.0, 91.56, 0.701; GCF_900539095.1, s__Hominimerdicola sp900539095, 95.0, 89.87, 0.716; GCF_019423705.1, s__Hominimerdicola sp019423705, 95.0, 82.07, 0.201	96.62	11	N/A	N/A
TaxVAMB_302	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	GCF_010509575.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	96.98	0.798	GCF_010509575.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae	96.98	0.798	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 89.3, 0.473; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 87.02, 0.424; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 86.87, 0.496; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 86.84, 0.434; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 86.46, 0.488; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 86.08, 0.319; GCF_020687245.1, s__Faecalibacterium longum, 95.0, 85.97, 0.333; GCF_023347235.1, s__Faecalibacterium prausnitzii_A, 95.0, 85.84, 0.321; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 85.82, 0.225; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 85.71, 0.354; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 85.6, 0.316; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 85.51, 0.33; GCF_023347255.1, s__Faecalibacterium prausnitzii_D, 95.0, 85.45, 0.298; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 85.42, 0.322; GCF_023347535.1, s__Faecalibacterium sp900539885, 95.0, 85.4, 0.304; GCF_023347275.1, s__Faecalibacterium sp900758465, 95.0, 85.3, 0.295; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 85.03, 0.238; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 85.01, 0.299; GCF_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 84.81, 0.284; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 84.56, 0.281; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 84.56, 0.254; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 84.49, 0.237; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 84.45, 0.297; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 84.4, 0.283; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 84.32, 0.272; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 84.31, 0.251; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 84.28, 0.267; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 84.27, 0.266; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 84.22, 0.293; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 84.18, 0.214; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 84.15, 0.291; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 84.1, 0.257; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 84.01, 0.269; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 84.0, 0.259; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 83.95, 0.268; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 83.91, 0.262; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 83.88, 0.266; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 83.82, 0.274; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.79, 0.176; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 83.7, 0.253; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 83.68, 0.304; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 83.64, 0.202; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 83.63, 0.229; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 83.23, 0.25; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 82.85, 0.25; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 82.82, 0.233; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 82.5, 0.228; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 81.3, 0.181	94.0	11	N/A	N/A
