user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
S2_7835	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	GCF_020687205.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	98.08	0.732	GCF_020687205.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	98.08	0.732	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551235.1, s__Hominisplanchenecus sp900551235, 95.0, 88.23, 0.437; GCA_905214675.1, s__Hominisplanchenecus sp905214675, 95.0, 88.22, 0.37	87.69	11	N/A	N/A
S2_8093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	GCF_003478335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	98.41	0.839	GCF_003478335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	98.41	0.839	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.65	11	N/A	N/A
S2_929	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	GCA_000431775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	98.07	0.864	GCA_000431775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775	98.07	0.864	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.87	11	N/A	N/A
S2_957	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075	GCA_003525075.1	95.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075	99.08	0.89	GCA_003525075.1	95.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075	99.08	0.89	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934120045.1, s__CAG-269 sp934120045, 95.0, 95.18, 0.683; GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 93.96, 0.677; GCA_934122085.1, s__CAG-269 sp934122085, 95.0, 93.96, 0.668; GCA_934141555.1, s__CAG-269 sp934141555, 95.0, 93.16, 0.651; GCA_934129895.1, s__CAG-269 sp934129895, 95.0, 86.97, 0.35; GCA_944386165.1, s__CAG-269 sp944386165, 95.0, 81.37, 0.199; GCA_944393385.1, s__CAG-269 sp944393385, 95.0, 80.67, 0.155	80.16	11	N/A	N/A
S2_SemiBin_0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	GCA_000434995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	98.73	0.963	GCA_000434995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000434995	98.73	0.963	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000436835.1, s__Eubacterium_R sp000436835, 95.0, 83.61, 0.404; GCA_945874765.1, s__Eubacterium_R sp945874765, 95.0, 82.8, 0.363; GCA_900540235.1, s__Eubacterium_R sp900540235, 95.0, 81.79, 0.253	96.35	11	N/A	N/A
S2_SemiBin_1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter faecis	GCF_014306095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter faecis	98.0	0.872	GCF_014306095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter faecis	98.0	0.872	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934281605.1, s__Lentihominibacter sp934281605, 95.0, 86.72, 0.488	97.18	11	N/A	N/A
S2_SemiBin_10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	GCF_018408575.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	97.19	0.77	GCF_018408575.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	97.19	0.77	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 84.36, 0.239; GCA_000435975.1, s__Vescimonas sp000435975, 95.0, 82.17, 0.188; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 81.04, 0.153	94.36	11	N/A	N/A
S2_SemiBin_13	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	GCF_003477605.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	98.32	0.829	GCF_003477605.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	98.32	0.829	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934322085.1, s__Eubacterium_F sp934322085, 95.0, 94.45, 0.831; GCA_937902905.1, s__Eubacterium_F sp937902905, 95.0, 93.91, 0.741	93.11	11	N/A	N/A
S2_SemiBin_15	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	GCF_000225345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	97.73	0.816	GCF_000225345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	97.73	0.816	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902781225.1, s__Roseburia sp902781225, 95.0, 94.89, 0.809	90.71	11	N/A	N/A
S2_SemiBin_16	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665	GCA_902363665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665	98.19	0.795	GCA_902363665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665	98.19	0.795	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_029225065.1, s__Choladousia sp029225065, 95.0, 86.5, 0.411; GCA_934376945.1, s__Choladousia sp934376945, 95.0, 83.2, 0.189	90.71	11	N/A	N/A
S2_SemiBin_17	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-611;s__CAG-611 sp000434175	GCA_000434175.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-611;s__CAG-611 sp000434175	98.18	0.906	GCA_000434175.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-611;s__CAG-611 sp000434175	98.18	0.906	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-611;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900552235.1, s__CAG-611 sp900552235, 95.0, 93.99, 0.787	86.57	11	N/A	N/A
S2_SemiBin_18	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	95.51	0.699	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	95.51	0.699	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934633985.1, s__SFEL01 sp934633985, 95.0, 90.34, 0.679; GCA_937900325.1, s__SFEL01 sp937900325, 95.0, 89.46, 0.664	90.37	11	N/A	N/A
S2_SemiBin_19	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	GCF_000478885.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	96.98	0.804	GCF_000478885.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	96.98	0.804	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902478715.1, s__Adlercreutzia sp902478715, 95.0, 94.6, 0.727; GCF_009755265.1, s__Adlercreutzia rubneri, 95.0, 94.2, 0.686; GCA_947573925.1, s__Adlercreutzia sp947573925, 95.0, 84.4, 0.242; GCA_947426355.1, s__Adlercreutzia sp947426355, 95.0, 84.38, 0.27; GCA_947649205.1, s__Adlercreutzia sp947649205, 95.0, 83.96, 0.259; GCA_947645965.1, s__Adlercreutzia sp947645965, 95.0, 83.72, 0.215; GCF_958431955.1, s__Adlercreutzia sp958431955, 95.0, 83.66, 0.247; GCF_000403355.2, s__Adlercreutzia caecimuris, 95.0, 83.34, 0.233; GCF_008831045.1, s__Adlercreutzia muris, 95.0, 83.14, 0.236; GCF_910589165.1, s__Adlercreutzia sp910589165, 95.0, 83.09, 0.224; GCF_000422625.1, s__Adlercreutzia mucosicola, 95.0, 82.8, 0.213	93.62	11	N/A	N/A
S2_SemiBin_2	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	GCF_025567495.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	98.02	0.849	GCF_025567495.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	98.02	0.849	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934435205.1, s__Hominimerdicola sp934435205, 95.0, 94.74, 0.789; GCA_937898375.1, s__Hominimerdicola sp937898375, 95.0, 91.64, 0.692; GCF_900539095.1, s__Hominimerdicola sp900539095, 95.0, 90.32, 0.73; GCF_019423705.1, s__Hominimerdicola sp019423705, 95.0, 82.0, 0.216	96.54	11	N/A	N/A
S2_SemiBin_20	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	GCA_003522945.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	97.68	0.813	GCA_003522945.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	97.68	0.813	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002404605.1, s__UBA738 sp002404605, 95.0, 91.91, 0.723; GCA_004557735.1, s__UBA738 sp004557735, 95.0, 90.91, 0.691; GCA_934511165.1, s__UBA738 sp934511165, 95.0, 89.9, 0.638; GCA_934533005.1, s__UBA738 sp934533005, 95.0, 89.7, 0.576; GCA_900763675.1, s__UBA738 sp900763675, 95.0, 87.33, 0.539	94.28	11	N/A	N/A
S2_SemiBin_22	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__CAG-452 sp000434035	GCA_000434035.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__CAG-452 sp000434035	99.06	0.908	GCA_000434035.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__CAG-452 sp000434035	99.06	0.908	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900770415.1, s__CAG-452 sp900770415, 95.0, 94.35, 0.711; GCA_934167165.1, s__CAG-452 sp934167165, 95.0, 90.42, 0.6; GCA_945610215.1, s__CAG-452 sp945610215, 95.0, 88.34, 0.543; GCA_934162625.1, s__CAG-452 sp934162625, 95.0, 86.28, 0.265; GCA_934121925.1, s__CAG-452 sp934121925, 95.0, 85.89, 0.286; GCA_934162925.1, s__CAG-452 sp934162925, 95.0, 84.62, 0.177	87.9	11	N/A	N/A
S2_SemiBin_23	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	GCA_000434335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	96.38	0.744	GCA_000434335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335	96.38	0.744	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934167365.1, s__CAG-492 sp934167365, 95.0, 83.25, 0.161	89.87	11	N/A	N/A
S2_SemiBin_24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.37	0.887	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.37	0.887	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.49	11	N/A	N/A
S2_SemiBin_25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A acetigignens	GCF_025566865.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A acetigignens	99.08	0.831	GCF_025566865.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A acetigignens	99.08	0.831	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934358405.1, s__Blautia_A sp934358405, 95.0, 89.22, 0.524; GCF_020537505.1, s__Blautia_A sp905206915, 95.0, 84.71, 0.265; GCF_020554845.1, s__Blautia_A faecis, 95.0, 84.5, 0.216; GCF_934371575.1, s__Blautia_A sp934371575, 95.0, 83.36, 0.216; GCA_934364795.1, s__Blautia_A sp934364795, 95.0, 82.79, 0.214; GCA_029101305.1, s__Blautia_A sp029101305, 95.0, 82.69, 0.179; GCA_934394545.1, s__Blautia_A sp934394545, 95.0, 82.66, 0.202; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 82.61, 0.156; GCA_934408705.1, s__Blautia_A sp934408705, 95.0, 82.39, 0.196	91.76	11	N/A	N/A
S2_SemiBin_26	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus sp000434355	GCA_003480165.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus sp000434355	98.92	0.856	GCA_003480165.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus sp000434355	98.92	0.856	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.75	11	N/A	N/A
S2_SemiBin_27	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	GCF_000196555.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	98.58	0.772	GCF_000196555.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	98.58	0.772	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905202265.1, s__Bifidobacterium longum_D, 95.0, 95.02, 0.586; GCF_000269965.1, s__Bifidobacterium infantis, 95.0, 94.94, 0.636; GCA_022739095.1, s__Bifidobacterium sp022739095, 95.0, 94.82, 0.575; GCF_959020155.1, s__Bifidobacterium sp959020155, 95.0, 92.12, 0.492; GCF_001025175.1, s__Bifidobacterium breve, 95.0, 86.77, 0.335; GCF_003129905.1, s__Bifidobacterium callitrichidarum, 95.0, 83.18, 0.217; GCF_019331675.1, s__Bifidobacterium miconisargentati, 95.0, 82.7, 0.219; GCF_009193305.1, s__Bifidobacterium cebidarum, 95.0, 81.95, 0.182; GCF_018555455.1, s__Bifidobacterium colobi, 95.0, 81.83, 0.165; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 81.66, 0.164; GCF_002802915.1, s__Bifidobacterium felsineum, 95.0, 81.48, 0.168; GCF_000741695.1, s__Bifidobacterium reuteri, 95.0, 81.43, 0.157; GCF_000741715.1, s__Bifidobacterium saguini, 95.0, 81.34, 0.152; GCF_002860405.1, s__Bifidobacterium imperatoris, 95.0, 80.96, 0.152	91.26	11	N/A	N/A
S2_SemiBin_28	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	GCA_900545585.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	98.05	0.714	GCA_900545585.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545585	98.05	0.714	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551355.1, s__Vescimonas sp900551355, 95.0, 89.28, 0.546; GCA_934591745.1, s__Vescimonas sp934591745, 95.0, 88.01, 0.474; GCA_900545495.1, s__Vescimonas sp900545495, 95.0, 87.97, 0.465; GCA_900550585.1, s__Vescimonas sp900550585, 95.0, 87.86, 0.446; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 87.74, 0.511; GCA_934589835.1, s__Vescimonas sp934589835, 95.0, 87.27, 0.459; GCA_934591815.1, s__Vescimonas sp934591815, 95.0, 87.11, 0.435; GCA_900556015.1, s__Vescimonas sp900556015, 95.0, 85.67, 0.189; GCA_002438575.1, s__Vescimonas sp002438575, 95.0, 83.75, 0.18; GCA_003487665.1, s__Vescimonas sp003487665, 95.0, 83.6, 0.214; GCA_900554275.1, s__Vescimonas sp900554275, 95.0, 83.51, 0.244; GCA_934623575.1, s__Vescimonas sp934623575, 95.0, 83.5, 0.246; GCA_934590325.1, s__Vescimonas sp934590325, 95.0, 83.28, 0.232; GCA_900551995.1, s__Vescimonas sp900551995, 95.0, 83.2, 0.226; GCA_000435555.1, s__Vescimonas sp000435555, 95.0, 83.14, 0.213; GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 82.07, 0.18	89.28	11	N/A	N/A
S2_SemiBin_29	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685;s__UBA1685 sp002320595	GCA_002320595.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685;s__UBA1685 sp002320595	96.2	0.798	GCA_002320595.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685;s__UBA1685 sp002320595	96.2	0.798	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022778545.1, s__UBA1685 sp004560435, 95.0, 82.21, 0.272; GCA_900546845.1, s__UBA1685 sp900546845, 95.0, 81.94, 0.276	89.75	11	N/A	N/A
S2_SemiBin_3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	98.11	0.801	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	98.11	0.801	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000980705.1, s__Ruminococcus_C sp000980705, 95.0, 86.36, 0.352; GCF_020709055.1, s__Ruminococcus_C sp000437175, 95.0, 84.01, 0.177; GCA_934463425.1, s__Ruminococcus_C sp934463425, 95.0, 83.7, 0.294; GCA_900545285.1, s__Ruminococcus_C sp900545285, 95.0, 82.43, 0.151	97.54	11	N/A	N/A
S2_SemiBin_31	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	GCF_003269275.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	98.81	0.891	GCF_003269275.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	98.81	0.891	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551745.1, s__Phascolarctobacterium sp900551745, 95.0, 94.55, 0.705; GCF_900545535.1, s__Phascolarctobacterium sp900545535, 95.0, 85.45, 0.584; GCF_900544795.1, s__Phascolarctobacterium sp900544795, 95.0, 82.22, 0.316	87.21	11	N/A	N/A
S2_SemiBin_33	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	GCF_025150745.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.52	0.804	GCF_025150745.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.52	0.804	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900764695.1, s__Eubacterium_G sp900764695, 95.0, 93.35, 0.37	89.55	11	N/A	N/A
