user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
S2_SemiBin_25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp012522855	GCA_012522855.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp012522855	99.62	0.952	GCA_012522855.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp012522855	99.62	0.952	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.96	11	N/A	N/A
S2_SemiBin_27	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__Atribacter sp002069605	GCA_002069605.1	95.0	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__Atribacter sp002069605	99.07	0.922	GCA_002069605.1	95.0	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__Atribacter sp002069605	99.07	0.922	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003542295.1, s__Atribacter sp003542295, 95.0, 90.92, 0.726; GCF_015775515.1, s__Atribacter laminatus, 95.0, 89.06, 0.649; GCA_012517635.1, s__Atribacter sp012517635, 95.0, 87.74, 0.494; GCA_012517485.1, s__Atribacter sp012517485, 95.0, 86.05, 0.347; GCA_018056205.1, s__Atribacter sp018056205, 95.0, 82.65, 0.245	91.26	11	N/A	N/A
S2_SemiBin_28	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__JAAYLR01;s__JAAYLR01 sp012521815	GCA_012521815.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__JAAYLR01;s__JAAYLR01 sp012521815	99.52	0.982	GCA_012521815.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__JAAYLR01;s__JAAYLR01 sp012521815	99.52	0.982	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__JAAYLR01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023384635.1, s__JAAYLR01 sp023384635, 95.0, 84.42, 0.349	92.59	11	N/A	N/A
S2_SemiBin_29	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__	N/A	N/A	N/A	N/A	N/A	GCA_002305335.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp002305335	79.45	0.19	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	97.02	11	0.96729	N/A
S2_SemiBin_3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYXM01;g__JAAYXM01;s__JAAYXM01 sp012515925	GCA_012515925.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYXM01;g__JAAYXM01;s__JAAYXM01 sp012515925	99.4	0.965	GCA_012515925.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYXM01;g__JAAYXM01;s__JAAYXM01 sp012515925	99.4	0.965	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__JAAYXM01;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.36	11	N/A	N/A
S2_SemiBin_30	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta sp001604325	GCA_001604325.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta sp001604325	98.91	0.914	GCA_001604325.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta sp001604325	98.91	0.914	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023228445.1, s__Sphaerochaeta sp023228445, 95.0, 85.29, 0.46; GCA_937902565.1, s__Sphaerochaeta sp937902565, 95.0, 85.28, 0.367; GCA_001603105.1, s__Sphaerochaeta sp001603105, 95.0, 81.8, 0.253	88.64	11	N/A	N/A
S2_SemiBin_31	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Firm-18;g__Firm-18;s__Firm-18 sp001604215	GCA_001604215.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Firm-18;g__Firm-18;s__Firm-18 sp001604215	99.44	0.628	GCA_001604215.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Firm-18;g__Firm-18;s__Firm-18 sp001604215	99.44	0.628	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Firm-18;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.96	11	N/A	N/A
S2_SemiBin_33	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYAM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYAM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.94	11	0.89587	N/A
S2_SemiBin_34	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__JAAYFL01;s__JAAYFL01 sp012728235	GCA_012728235.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__JAAYFL01;s__JAAYFL01 sp012728235	99.42	0.906	GCA_012728235.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__JAAYFL01;s__JAAYFL01 sp012728235	99.42	0.906	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__JAAYFL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.44	11	N/A	N/A
S2_SemiBin_35	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Syntrophosphaera;s__Syntrophosphaera sp002379855	GCA_002379855.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Syntrophosphaera;s__Syntrophosphaera sp002379855	99.17	0.975	GCA_002379855.1	95.0	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Syntrophosphaera;s__Syntrophosphaera sp002379855	99.17	0.975	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Syntrophosphaera;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.49	11	N/A	N/A
S2_SemiBin_36	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	GCA_002304915.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	98.54	0.878	GCA_002304915.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__Lenti-01;s__Lenti-01 sp002304915	98.54	0.878	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__Lenti-01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	88.36	11	N/A	N/A
S2_SemiBin_37	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__Atribacter laminatus	GCF_015775515.1	95.0	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__Atribacter laminatus	98.29	0.841	GCF_015775515.1	95.0	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__Atribacter laminatus	98.29	0.841	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003542295.1, s__Atribacter sp003542295, 95.0, 92.18, 0.705; GCA_002069605.1, s__Atribacter sp002069605, 95.0, 89.9, 0.661; GCA_012517635.1, s__Atribacter sp012517635, 95.0, 86.6, 0.405; GCA_012517485.1, s__Atribacter sp012517485, 95.0, 85.14, 0.296; GCA_018056205.1, s__Atribacter sp018056205, 95.0, 82.66, 0.189	87.86	11	N/A	N/A
S2_SemiBin_38	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp028690885	GCA_028690885.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp028690885	97.53	0.74	GCA_028690885.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp028690885	97.53	0.74	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.79	11	N/A	N/A
S2_SemiBin_4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1425;s__UBA1425 sp002329365	GCA_002329365.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1425;s__UBA1425 sp002329365	99.76	0.955	GCA_002329365.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1425;s__UBA1425 sp002329365	99.76	0.955	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1425;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.56	11	N/A	N/A
S2_SemiBin_40	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAGVSV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAGVSV01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.1	11	0.94694	N/A
S2_SemiBin_41	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1258;s__UBA1258 sp946534145	GCA_946534145.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1258;s__UBA1258 sp946534145	97.94	0.961	GCA_946534145.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1258;s__UBA1258 sp946534145	97.94	0.961	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1258;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017544835.1, s__UBA1258 sp017544835, 95.0, 83.68, 0.311; GCA_900100895.1, s__UBA1258 sp900100895, 95.0, 82.52, 0.277; GCA_017553505.1, s__UBA1258 sp017553505, 95.0, 81.73, 0.268	92.65	11	N/A	N/A
S2_SemiBin_42	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DTU013;g__DTU013;s__DTU013 sp012799845	GCA_012799845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DTU013;g__DTU013;s__DTU013 sp012799845	99.52	0.959	GCA_012799845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DTU013;g__DTU013;s__DTU013 sp012799845	99.52	0.959	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DTU013;g__DTU013;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.19	11	N/A	N/A
S2_SemiBin_43	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__DUPH01;s__DUPH01 sp012838435	GCA_012838435.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__DUPH01;s__DUPH01 sp012838435	99.52	0.94	GCA_012838435.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__DUPH01;s__DUPH01 sp012838435	99.52	0.94	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__DUPH01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022704125.1, s__DUPH01 sp022704125, 95.0, 94.43, 0.702; GCA_017999015.1, s__DUPH01 sp017999015, 95.0, 83.57, 0.208; GCA_028684935.1, s__DUPH01 sp028684935, 95.0, 82.05, 0.176	85.72	11	N/A	N/A
S2_SemiBin_44	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__JAAYPC01;s__JAAYPC01 sp012519985	GCA_012519985.1	95.0	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__JAAYPC01;s__JAAYPC01 sp012519985	99.63	0.91	GCA_012519985.1	95.0	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__JAAYPC01;s__JAAYPC01 sp012519985	99.63	0.91	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__JAAYPC01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023412475.1, s__JAAYPC01 sp023412475, 95.0, 83.36, 0.355	88.76	11	N/A	N/A
S2_SemiBin_46	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__Aminivibrio sp012523155	GCA_012523155.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__Aminivibrio sp012523155	98.55	0.827	GCA_012523155.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__Aminivibrio sp012523155	98.55	0.827	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.42	11	N/A	N/A
S2_SemiBin_47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp012520455	GCA_012520455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp012520455	99.68	0.847	GCA_012520455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp012520455	99.68	0.847	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002316225.1, s__Sedimentibacter sp002316225, 95.0, 85.79, 0.424; GCA_003483345.1, s__Sedimentibacter sp003483345, 95.0, 85.37, 0.171; GCA_012519555.1, s__Sedimentibacter sp012519555, 95.0, 85.04, 0.334	92.57	11	N/A	N/A
S2_SemiBin_48	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__UBA8949;s__UBA8949 sp012520975	GCA_012520975.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__UBA8949;s__UBA8949 sp012520975	99.53	0.881	GCA_012520975.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__UBA8949;s__UBA8949 sp012520975	99.53	0.881	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__UBA8949;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012519875.1, s__UBA8949 sp012519875, 95.0, 89.0, 0.718	96.56	11	N/A	N/A
S2_SemiBin_49	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1002;s__	N/A	N/A	N/A	N/A	N/A	GCA_012727435.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1002;s__UMGS1002 sp012727435	90.88	0.82	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1002;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_012837425.1, s__UMGS1002 sp012837425, 95.0, 83.36, 0.406	92.1	11	0.98921	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S2_SemiBin_5	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__UBA1709;g__JAAZGG01;s__JAAZGG01 sp012511355	GCA_012511355.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__UBA1709;g__JAAZGG01;s__JAAZGG01 sp012511355	99.81	0.821	GCA_012511355.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__UBA1709;g__JAAZGG01;s__JAAZGG01 sp012511355	99.81	0.821	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__UBA1709;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.61	11	N/A	N/A
S2_SemiBin_50	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU069;s__DTU069 sp012730095	GCA_012730095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU069;s__DTU069 sp012730095	99.29	0.927	GCA_012730095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU069;s__DTU069 sp012730095	99.29	0.927	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU069;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001512485.1, s__DTU069 sp001512485, 95.0, 84.65, 0.431; GCA_012516065.1, s__DTU069 sp012516065, 95.0, 82.94, 0.278	92.87	11	N/A	N/A
S2_SemiBin_51	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAEZHK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAEZHK01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023443705.1, s__JAEZHK01 sp023443705, 95.0, 89.01, 0.512; GCA_023411175.1, s__JAEZHK01 sp023411175, 95.0, 88.68, 0.538; GCA_029974035.1, s__JAEZHK01 sp029974035, 95.0, 82.56, 0.253; GCA_023416655.1, s__JAEZHK01 sp023416655, 95.0, 81.56, 0.188; GCA_023421395.1, s__JAEZHK01 sp023421395, 95.0, 81.24, 0.205	94.92	11	0.97216	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S2_SemiBin_52	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JABUEY01;s__JABUEY01 sp013314815	GCA_013314815.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JABUEY01;s__JABUEY01 sp013314815	99.75	0.97	GCA_013314815.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__JABUEY01;s__JABUEY01 sp013314815	99.75	0.97	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.73	11	N/A	N/A
S2_SemiBin_53	d__Bacteria;p__Bacillota_E;c__DTU015;o__DTU015;f__DTU015;g__DULO01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_E;c__DTU015;o__DTU015;f__DTU015;g__DULO01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.46	11	0.89428	N/A
S2_SemiBin_54	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.94	11	0.94653	N/A
S2_SemiBin_55	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__CALWDW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__CALWDW01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.23	11	0.86602	N/A
S2_SemiBin_56	d__Bacteria;p__Bacillota_E;c__DTU015;o__DTU015;f__DTU015;g__UBA3951;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_E;c__DTU015;o__DTU015;f__DTU015;g__UBA3951;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.11	11	0.90955	N/A
S2_SemiBin_57	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__JAAZAB01;f__JAAZAB01;g__JAIVGW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__JAAZAB01;f__JAAZAB01;g__JAIVGW01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.98	11	0.87686	N/A
S2_SemiBin_58	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900320485	GCA_900320485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900320485	97.79	0.766	GCA_900320485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900320485	97.79	0.766	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.87	11	N/A	N/A
S2_SemiBin_6	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-698;g__DUNF01;s__DUNF01 sp012839485	GCA_012839485.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-698;g__DUNF01;s__DUNF01 sp012839485	97.82	0.907	GCA_012839485.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-698;g__DUNF01;s__DUNF01 sp012839485	97.82	0.907	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-698;g__DUNF01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012838635.1, s__DUNF01 sp012838635, 95.0, 87.76, 0.71	83.18	11	N/A	N/A
S2_SemiBin_60	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5627;g__UBA5627;s__UBA5627 sp012719115	GCA_012719115.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5627;g__UBA5627;s__UBA5627 sp012719115	99.33	0.933	GCA_012719115.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5627;g__UBA5627;s__UBA5627 sp012719115	99.33	0.933	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5627;g__UBA5627;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002421585.1, s__UBA5627 sp002421585, 95.0, 90.11, 0.668; GCA_002419135.1, s__UBA5627 sp002419135, 95.0, 87.72, 0.635; GCA_028707255.1, s__UBA5627 sp028707255, 95.0, 80.66, 0.238	84.65	11	N/A	N/A
S2_SemiBin_61	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__UBA5266 sp002411545	GCA_028693085.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__UBA5266 sp002411545	99.7	0.881	GCA_028693085.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__UBA5266 sp002411545	99.7	0.881	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA5266;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002069895.1, s__UBA5266 sp002069895, 95.0, 84.98, 0.157	89.87	11	N/A	N/A
